Name,Type,Total,Within,Sewer,Septic,Othersys,Withslab,Withoutslab,NSopen,NShuman,NSanimal,Without,Public,Open
District - Firozabad,Urban,"140,719","115,554","23,033","82,294","2,801","3,094","1,351","1,012","1,240",729,"25,165","2,192","22,973"
District - Mainpuri,Total,"311,184","72,089","5,648","49,813","4,198","8,687","1,546",791,740,666,"239,095","3,284","235,811"
District - Mainpuri,Rural,"262,409","35,295","2,409","19,279","3,191","7,852","1,331",496,276,461,"227,114","2,892","224,222"
District - Mainpuri,Urban,"48,775","36,794","3,239","30,534","1,007",835,215,295,464,205,"11,981",392,"11,589"
District - Budaun,Total,"610,904","190,341","19,461","95,469","7,925","15,379","3,952","2,069","44,692","1,394","420,563","6,677","413,886"
District - Budaun,Rural,"501,193","105,352","10,111","40,038","6,517","13,989","3,464","1,221","28,842","1,170","395,841","5,171","390,670"
District - Budaun,Urban,"109,711","84,989","9,350","55,431","1,408","1,390",488,848,"15,850",224,"24,722","1,506","23,216"
District - Bareilly,Total,"746,222","462,993","107,718","250,145","21,839","40,628","9,956","3,037","27,627","2,043","283,229","9,920","273,309"
District - Bareilly,Rural,"475,575","213,134","22,078","115,274","15,856","32,594","7,469","1,113","17,352","1,398","262,441","7,103","255,338"
District - Bareilly,Urban,"270,647","249,859","85,640","134,871","5,983","8,034","2,487","1,924","10,275",645,"20,788","2,817","17,971"
District - Pilibhit,Total,"361,470","162,404","17,757","99,258","8,189","23,378","5,662","1,262","6,316",582,"199,066","3,739","195,327"
District - Pilibhit,Rural,"297,601","105,704","9,788","56,807","6,962","21,207","5,164",844,"4,430",502,"191,897","3,096","188,801"
District - Pilibhit,Urban,"63,869","56,700","7,969","42,451","1,227","2,171",498,418,"1,886",80,"7,169",643,"6,526"
District - Shahjahanpur,Total,"518,201","198,260","19,615","116,144","11,909","25,648","5,354","1,564","16,992","1,034","319,941","5,191","314,750"
District - Shahjahanpur,Rural,"418,787","112,907","11,592","55,004","9,314","24,002","4,366",811,"7,028",790,"305,880","4,272","301,608"
District - Shahjahanpur,Urban,"99,414","85,353","8,023","61,140","2,595","1,646",988,753,"9,964",244,"14,061",919,"13,142"
District - Kheri,Total,"710,036","176,324","16,002","104,723","12,729","30,628","7,389","1,391","2,271","1,191","533,712","5,674","528,038"
District - Kheri,Rural,"630,131","115,451","11,297","55,244","10,962","27,568","6,507",904,"1,903","1,066","514,680","5,140","509,540"
District - Kheri,Urban,"79,905","60,873","4,705","49,479","1,767","3,060",882,487,368,125,"19,032",534,"18,498"
District - Sitapur,Total,"793,861","145,037","14,623","84,124","11,084","22,102","8,370","1,627","1,376","1,731","648,824","7,103","641,721"
District - Sitapur,Rural,"710,299","84,856","7,152","37,963","9,255","19,390","7,464","1,136",939,"1,557","625,443","6,184","619,259"
District - Sitapur,Urban,"83,562","60,181","7,471","46,161","1,829","2,712",906,491,437,174,"23,381",919,"22,462"
District - Hardoi,Total,"708,721","173,556","21,256","88,181","11,908","30,248","7,850","1,247","11,213","1,653","535,165","8,579","526,586"
District - Hardoi,Rural,"619,495","107,538","10,883","44,187","9,944","28,262","6,897",935,"5,198","1,232","511,957","7,341","504,616"
District - Hardoi,Urban,"89,226","66,018","10,373","43,994","1,964","1,986",953,312,"6,015",421,"23,208","1,238","21,970"
District - Unnao,Total,"567,491","141,351","18,182","92,935","6,813","14,972","4,060","1,824","1,732",833,"426,140","5,077","421,063"
District - Unnao,Rural,"475,335","75,254","7,594","43,099","5,170","13,272","3,586",795,"1,068",670,"400,081","4,297","395,784"
District - Unnao,Urban,"92,156","66,097","10,588","49,836","1,643","1,700",474,"1,029",664,163,"26,059",780,"25,279"
District - Lucknow,Total,"822,591","539,863","289,370","215,123","11,627","11,968","3,495","5,200",953,"2,127","282,728","17,824","264,904"
District - Lucknow,Rural,"274,212","58,835","7,221","35,026","3,923","8,949","2,326",686,88,616,"215,377","3,629","211,748"
District - Lucknow,Urban,"548,379","481,028","282,149","180,097","7,704","3,019","1,169","4,514",865,"1,511","67,351","14,195","53,156"
District - Rae Bareli,Total,"614,353","112,567","25,717","52,764","8,089","18,709","4,448","1,260",259,"1,321","501,786","5,382","496,404"
District - Rae Bareli,Rural,"561,905","75,254","7,628","36,518","7,355","17,015","4,164","1,039",259,"1,276","486,651","4,301","482,350"
District - Rae Bareli,Urban,"52,448","37,313","18,089","16,246",734,"1,694",284,221,0,45,"15,135","1,081","14,054"
District - Farrukhabad,Total,"308,056","113,500","15,728","66,383","6,601","13,320","2,873","1,294","6,661",640,"194,556","2,818","191,738"
District - Farrukhabad,Rural,"239,285","57,307","5,013","28,406","4,573","11,784","2,404",726,"3,934",467,"181,978","1,721","180,257"
District - Farrukhabad,Urban,"68,771","56,193","10,715","37,977","2,028","1,536",469,568,"2,727",173,"12,578","1,097","11,481"
District - Kannauj,Total,"278,738","85,404","10,628","47,071","5,374","15,391","3,181",803,"2,204",752,"193,334","3,750","189,584"
District - Kannauj,Rural,"232,517","50,438","4,397","22,283","4,452","13,719","2,900",644,"1,491",552,"182,079","3,034","179,045"
District - Kannauj,Urban,"46,221","34,966","6,231","24,788",922,"1,672",281,159,713,200,"11,255",716,"10,539"
District - Etawah,Total,"275,333","93,434","7,928","62,391","5,434","12,711","1,840","1,466","1,174",490,"181,899","2,437","179,462"
District - Etawah,Rural,"214,002","42,295","3,104","21,161","4,099","11,509","1,520",402,114,386,"171,707","1,855","169,852"
District - Etawah,Urban,"61,331","51,139","4,824","41,230","1,335","1,202",320,"1,064","1,060",104,"10,192",582,"9,610"
District - Auraiya,Total,"248,370","72,893","9,141","45,252","3,891","10,893","2,434",307,599,376,"175,477","2,076","173,401"
District - Auraiya,Rural,"207,674","42,285","4,678","20,703","3,290","10,227","2,375",255,438,319,"165,389","1,903","163,486"
District - Auraiya,Urban,"40,696","30,608","4,463","24,549",601,666,59,52,161,57,"10,088",173,"9,915"
District - Kanpur Dehat,Total,"329,473","89,107","12,770","52,786","6,013","13,326","1,941",490,455,"1,326","240,366","4,144","236,222"
District - Kanpur Dehat,Rural,"299,000","68,913","9,180","37,373","5,439","12,939","1,851",458,455,"1,218","230,087","4,001","226,086"
District - Kanpur Dehat,Urban,"30,473","20,194","3,590","15,413",574,387,90,32,0,108,"10,279",143,"10,136"
District - Kanpur Nagar,Total,"821,148","520,077","329,880","142,806","9,156","25,975","3,892","4,935","1,501","1,932","301,071","39,347","261,724"
District - Kanpur Nagar,Rural,"291,529","68,800","6,179","37,373","3,102","18,372","1,886",430,696,762,"222,729","2,762","219,967"
District - Kanpur Nagar,Urban,"529,619","451,277","323,701","105,433","6,054","7,603","2,006","4,505",805,"1,170","78,342","36,585","41,757"
District - Jalaun,Total,"287,219","114,634","15,440","71,372","5,393","17,608","2,762",776,412,871,"172,585","2,627","169,958"
District - Jalaun,Rural,"216,920","61,478","5,304","31,521","4,735","15,844","2,587",471,301,715,"155,442","2,177","153,265"
District - Jalaun,Urban,"70,299","53,156","10,136","39,851",658,"1,764",175,305,111,156,"17,143",450,"16,693"
District - Jhansi,Total,"358,220","147,302","25,688","92,894","7,007","16,647","1,630","1,501",660,"1,275","210,918","7,204","203,714"
District - Jhansi,Rural,"214,711","44,527","4,752","18,645","5,369","13,267","1,223",486,21,764,"170,184","1,847","168,337"
District - Jhansi,Urban,"143,509","102,775","20,936","74,249","1,638","3,380",407,"1,015",639,511,"40,734","5,357","35,377"
District - Lalitpur,Total,"217,878","42,178","4,737","25,249","3,240","6,634","1,381",719,20,198,"175,700","1,368","174,332"
District - Lalitpur,Rural,"186,503","22,439","2,114","9,010","2,977","6,206","1,260",671,10,191,"164,064","1,120","162,944"
District - Lalitpur,Urban,"31,375","19,739","2,623","16,239",263,428,121,48,10,7,"11,636",248,"11,388"
District - Hamirpur,Total,"209,558","68,771","6,672","42,418","2,748","14,120","2,004",365,94,350,"140,787","2,010","138,777"
District - Hamirpur,Rural,"171,971","42,932","2,488","22,960","2,262","12,936","1,734",190,27,335,"129,039","1,560","127,479"
District - Hamirpur,Urban,"37,587","25,839","4,184","19,458",486,"1,184",270,175,67,15,"11,748",450,"11,298"
District - Mahoba,Total,"163,474","41,692","3,642","29,055","2,295","5,331",571,417,10,371,"121,782","1,541","120,241"
District - Mahoba,Rural,"129,475","23,103","1,479","14,608","1,903","4,068",514,346,0,185,"106,372","1,008","105,364"
District - Mahoba,Urban,"33,999","18,589","2,163","14,447",392,"1,263",57,71,10,186,"15,410",533,"14,877"
District - Banda,Total,"322,737","90,787","7,071","61,388","4,696","12,774","2,713","1,250",77,818,"231,950","2,857","229,093"
District - Banda,Rural,"273,445","54,571","3,177","31,901","3,907","11,970","2,415",632,46,523,"218,874","2,177","216,697"
District - Banda,Urban,"49,292","36,216","3,894","29,487",789,804,298,618,31,295,"13,076",680,"12,396"
District - Chitrakoot,Total,"167,458","27,623","1,926","19,037","1,980","3,428",754,325,0,173,"139,835","1,067","138,768"
District - Chitrakoot,Rural,"150,784","17,843","1,329","10,316","1,782","3,281",709,259,0,167,"132,941","1,014","131,927"
District - Chitrakoot,Urban,"16,674","9,780",597,"8,721",198,147,45,66,0,6,"6,894",53,"6,841"
District - Fatehpur,Total,"473,021","117,023","12,084","74,627","7,937","15,951","2,775","1,294","1,227","1,128","355,998","4,520","351,478"
District - Fatehpur,Rural,"416,615","76,370","7,705","42,297","7,007","13,957","2,551",855,"1,001",997,"340,245","4,121","336,124"
District - Fatehpur,Urban,"56,406","40,653","4,379","32,330",930,"1,994",224,439,226,131,"15,753",399,"15,354"
District - Pratapgarh,Total,"534,254","74,799","8,166","43,490","7,105","10,935","2,935","1,066",59,"1,043","459,455","6,154","453,301"
District - Pratapgarh,Rural,"506,922","57,279","5,612","30,124","6,709","9,911","2,868",999,59,997,"449,643","5,989","443,654"
District - Pratapgarh,Urban,"27,332","17,520","2,554","13,366",396,"1,024",67,67,0,46,"9,812",165,"9,647"
District - Kaushambi,Total,"276,393","46,197","4,516","26,931","4,743","6,455","2,132",668,97,655,"230,196","3,735","226,461"
District - Kaushambi,Rural,"254,926","35,156","3,342","19,144","4,141","5,470","1,885",536,97,541,"219,770","3,361","216,409"
District - Kaushambi,Urban,"21,467","11,041","1,174","7,787",602,985,247,132,0,114,"10,426",374,"10,052"
District - Allahabad,Total,"898,553","278,760","114,724","118,894","14,423","17,871","6,975","2,666",348,"2,859","619,793","14,363","605,430"
District - Allahabad,Rural,"696,236","108,751","12,063","61,168","10,677","15,040","6,177","1,352",194,"2,080","587,485","9,928","577,557"
District - Allahabad,Urban,"202,317","170,009","102,661","57,726","3,746","2,831",798,"1,314",154,779,"32,308","4,435","27,873"
District - Bara Banki,Total,"567,717","103,904","11,903","63,747","6,345","13,184","5,070","1,557","1,215",883,"463,813","6,231","457,582"
District - Bara Banki,Rural,"514,291","67,681","6,249","35,942","5,512","12,269","4,816","1,294",854,745,"446,610","5,595","441,015"
District - Bara Banki,Urban,"53,426","36,223","5,654","27,805",833,915,254,263,361,138,"17,203",636,"16,567"
District - Faizabad,Total,"417,829","94,981","14,261","64,205","5,241","7,391","2,308",846,63,666,"322,848","4,450","318,398"
District - Faizabad,Rural,"362,059","52,490","6,299","31,776","4,156","6,797","2,101",679,63,619,"309,569","2,526","307,043"
District - Faizabad,Urban,"55,770","42,491","7,962","32,429","1,085",594,207,167,0,47,"13,279","1,924","11,355"
District - Ambedkar Nagar,Total,"364,457","67,875","9,494","33,847","6,731","12,713","2,601",959,661,869,"296,582","5,952","290,630"
District - Ambedkar Nagar,Rural,"321,866","44,689","5,263","19,619","5,765","10,438","2,392",474,35,703,"277,177","4,215","272,962"
District - Ambedkar Nagar,Urban,"42,591","23,186","4,231","14,228",966,"2,275",209,485,626,166,"19,405","1,737","17,668"
District - Sultanpur,Total,"627,925","101,900","13,408","54,572","10,534","16,427","4,262","1,113",257,"1,327","526,025","7,639","518,386"
District - Sultanpur,Rural,"595,287","78,106","7,801","38,388","9,947","15,410","4,156",980,182,"1,242","517,181","7,148","510,033"
District - Sultanpur,Urban,"32,638","23,794","5,607","16,184",587,"1,017",106,133,75,85,"8,844",491,"8,353"
District - Bahraich,Total,"595,178","93,687","11,467","58,374","9,161","9,551","2,866","1,155",404,709,"501,491","4,003","497,488"
District - Bahraich,Rural,"549,894","57,667","5,977","32,569","7,387","7,952","2,342",757,75,608,"492,227","3,453","488,774"
District - Bahraich,Urban,"45,284","36,020","5,490","25,805","1,774","1,599",524,398,329,101,"9,264",550,"8,714"
District - Shrawasti,Total,"186,276","22,439","2,287","11,050","3,511","3,500","1,399",374,88,230,"163,837","1,899","161,938"
District - Shrawasti,Rural,"180,317","18,685","1,567","8,375","3,395","3,327","1,354",352,88,227,"161,632","1,827","159,805"
District - Shrawasti,Urban,"5,959","3,754",720,"2,675",116,173,45,22,0,3,"2,205",72,"2,133"
District - Balrampur,Total,"320,991","48,201","4,204","32,392","3,481","5,568","1,680",456,97,323,"272,790","1,702","271,088"
District - Balrampur,Rural,"296,167","30,347","2,748","17,615","2,912","4,988","1,437",307,24,316,"265,820","1,429","264,391"
District - Balrampur,Urban,"24,824","17,854","1,456","14,777",569,580,243,149,73,7,"6,970",273,"6,697"
District - Gonda,Total,"535,561","66,742","10,969","41,838","5,035","5,064","1,626","1,284",111,815,"468,819","3,689","465,130"
District - Gonda,Rural,"500,060","39,374","5,038","22,909","4,333","4,046","1,479",861,35,673,"460,686","3,171","457,515"
District - Gonda,Urban,"35,501","27,368","5,931","18,929",702,"1,018",147,423,76,142,"8,133",518,"7,615"
District - Siddharth Nagar,Total,"376,477","47,813","6,005","27,511","5,502","5,840","1,429",673,99,754,"328,664","3,796","324,868"
District - Siddharth Nagar,Rural,"352,651","36,631","4,516","19,887","4,859","4,785","1,282",598,26,678,"316,020","3,348","312,672"
District - Siddharth Nagar,Urban,"23,826","11,182","1,489","7,624",643,"1,055",147,75,73,76,"12,644",448,"12,196"
District - Basti,Total,"379,790","62,328","7,036","38,464","5,990","7,119","2,169",844,189,517,"317,462","4,264","313,198"
District - Basti,Rural,"358,566","47,032","4,790","26,610","5,544","6,749","1,982",684,189,484,"311,534","3,595","307,939"
District - Basti,Urban,"21,224","15,296","2,246","11,854",446,370,187,160,0,33,"5,928",669,"5,259"
District - Sant Kabir Nagar,Total,"258,040","38,686","5,796","19,945","4,483","5,572","1,591",679,53,567,"219,354","2,651","216,703"
District - Sant Kabir Nagar,Rural,"239,614","29,528","3,766","14,416","3,739","5,023","1,459",589,53,483,"210,086","2,445","207,641"
District - Sant Kabir Nagar,Urban,"18,426","9,158","2,030","5,529",744,549,132,90,0,84,"9,268",206,"9,062"
District - Maharajganj,Total,"421,701","79,375","9,088","44,302","8,932","11,232","3,513",764,120,"1,424","342,326","4,428","337,898"
District - Maharajganj,Rural,"400,326","66,900","7,633","34,552","8,542","10,511","3,432",725,120,"1,385","333,426","4,150","329,276"
District - Maharajganj,Urban,"21,375","12,475","1,455","9,750",390,721,81,39,0,39,"8,900",278,"8,622"
District - Gorakhpur,Total,"695,366","213,529","41,410","136,741","13,085","14,319","4,067","1,601",292,"2,014","481,837","11,642","470,195"
District - Gorakhpur,Rural,"559,062","103,886","11,751","63,753","10,412","11,631","3,495",993,206,"1,645","455,176","7,815","447,361"
District - Gorakhpur,Urban,"136,304","109,643","29,659","72,988","2,673","2,688",572,608,86,369,"26,661","3,827","22,834"
District - Kushinagar,Total,"558,626","95,139","11,124","60,791","8,569","9,317","2,765",777,274,"1,522","463,487","6,789","456,698"
District - Kushinagar,Rural,"531,928","78,514","7,715","48,488","8,146","8,931","2,727",732,261,"1,514","453,414","6,258","447,156"
District - Kushinagar,Urban,"26,698","16,625","3,409","12,303",423,386,38,45,13,8,"10,073",531,"9,542"
District - Deoria,Total,"472,564","100,060","10,605","73,304","6,463","5,709","1,361",965,77,"1,576","372,504","7,696","364,808"
District - Deoria,Rural,"426,692","71,438","6,794","50,550","5,576","5,050","1,254",762,64,"1,388","355,254","6,519","348,735"
District - Deoria,Urban,"45,872","28,622","3,811","22,754",887,659,107,203,13,188,"17,250","1,177","16,073"
District - Azamgarh,Total,"659,930","135,150","21,445","73,184","12,279","21,204","3,469","1,458",113,"1,998","524,780","10,243","514,537"
District - Azamgarh,Rural,"608,684","102,020","13,024","52,880","10,860","19,030","3,188","1,171",98,"1,769","506,664","9,239","497,425"
District - Azamgarh,Urban,"51,246","33,130","8,421","20,304","1,419","2,174",281,287,15,229,"18,116","1,004","17,112"
District - Mau,Total,"320,833","87,874","10,110","61,354","5,219","7,729","1,481",941,121,919,"232,959","3,596","229,363"
District - Mau,Rural,"252,219","44,291","5,018","26,884","3,741","5,946","1,213",626,121,742,"207,928","2,600","205,328"
District - Mau,Urban,"68,614","43,583","5,092","34,470","1,478","1,783",268,315,0,177,"25,031",996,"24,035"
District - Ballia,Total,"482,440","124,786","12,472","90,402","8,785","7,474","1,810","1,269",256,"2,318","357,654","6,682","350,972"
District - Ballia,Rural,"437,289","97,249","9,603","68,075","8,009","6,768","1,614","1,045",190,"1,945","340,040","5,898","334,142"
District - Ballia,Urban,"45,151","27,537","2,869","22,327",776,706,196,224,66,373,"17,614",784,"16,830"
District - Jaunpur,Total,"666,988","131,852","19,327","66,916","14,474","21,714","5,086","1,902",441,"1,992","535,136","11,706","523,430"
District - Jaunpur,Rural,"615,793","95,087","12,118","42,951","12,520","19,206","4,614","1,629",322,"1,727","520,706","10,690","510,016"
District - Jaunpur,Urban,"51,195","36,765","7,209","23,965","1,954","2,508",472,273,119,265,"14,430","1,016","13,414"
District - Ghazipur,Total,"524,961","116,171","11,352","83,175","8,887","6,625","2,361","1,225","1,339","1,207","408,790","6,193","402,597"
District - Ghazipur,Rural,"485,939","90,595","8,348","62,142","8,245","6,324","2,227","1,082","1,327",900,"395,344","5,567","389,777"
District - Ghazipur,Urban,"39,022","25,576","3,004","21,033",642,301,134,143,12,307,"13,446",626,"12,820"
District - Chandauli,Total,"294,718","74,557","10,003","49,885","5,195","6,302","1,535",812,131,694,"220,161","3,450","216,711"
District - Chandauli,Rural,"256,548","48,150","5,541","31,106","3,880","5,204","1,310",452,131,526,"208,398","2,975","205,423"
District - Chandauli,Urban,"38,170","26,407","4,462","18,779","1,315","1,098",225,360,0,168,"11,763",475,"11,288"
District - Varanasi,Total,"541,704","295,357","165,753","91,069","9,411","21,444","3,732","1,689",521,"1,738","246,347","8,940","237,407"
District - Varanasi,Rural,"301,485","81,600","7,165","48,786","5,659","16,193","2,019",657,264,857,"219,885","5,642","214,243"
District - Varanasi,Urban,"240,219","213,757","158,588","42,283","3,752","5,251","1,713","1,032",257,881,"26,462","3,298","23,164"
District - Sant Ravi Das Nagar(bhadohi),Total,"219,685","41,397","7,432","23,012","3,442","4,999","1,501",607,32,372,"178,288","2,900","175,388"
District - Sant Ravi Das Nagar(bhadohi),Rural,"187,958","23,763","2,768","13,159","2,825","3,153","1,240",333,13,272,"164,195","2,458","161,737"
District - Sant Ravi Das Nagar(bhadohi),Urban,"31,727","17,634","4,664","9,853",617,"1,846",261,274,19,100,"14,093",442,"13,651"
District - Mirzapur,Total,"390,819","102,361","22,039","48,707","9,403","16,328","3,432","1,308",380,764,"288,458","5,690","282,768"
District - Mirzapur,Rural,"335,481","64,474","5,428","31,203","8,051","15,195","3,226",715,148,508,"271,007","3,839","267,168"
District - Mirzapur,Urban,"55,338","37,887","16,611","17,504","1,352","1,133",206,593,232,256,"17,451","1,851","15,600"
District - Sonbhadra,Total,"326,918","78,826","21,730","37,728","5,522","8,455","4,335",571,62,423,"248,092","5,599","242,493"
District - Sonbhadra,Rural,"267,308","36,667","3,423","15,895","4,898","7,455","4,190",391,45,370,"230,641","2,891","227,750"
District - Sonbhadra,Urban,"59,610","42,159","18,307","21,833",624,"1,000",145,180,17,53,"17,451","2,708","14,743"
District - Etah,Total,"290,474","57,574","8,250","40,456","2,855","2,295",810,729,"1,470",709,"232,900","3,639","229,261"
District - Etah,Rural,"245,668","22,513","2,957","13,438","1,962","1,788",498,361,"1,062",447,"223,155","3,345","219,810"
District - Etah,Urban,"44,806","35,061","5,293","27,018",893,507,312,368,408,262,"9,745",294,"9,451"
District - Kansiram Nagar,Total,"236,496","56,717","5,798","37,306","2,169","2,806",917,"1,244","5,860",617,"179,779","2,056","177,723"
District - Kansiram Nagar,Rural,"190,576","21,408","2,336","11,376","1,466","2,000",641,379,"2,858",352,"169,168","1,313","167,855"
District - Kansiram Nagar,Urban,"45,920","35,309","3,462","25,930",703,806,276,865,"3,002",265,"10,611",743,"9,868"
STATE - UTTARAKHAND,Total,"1,997,068","1,313,561","235,405","798,799","28,314","225,509","11,541","6,730","4,701","2,562","683,507","22,832","660,675"
STATE - UTTARAKHAND,Rural,"1,404,845","759,392","47,821","484,522","21,318","188,964","9,352","1,870","3,451","2,094","645,453","12,743","632,710"
STATE - UTTARAKHAND,Urban,"592,223","554,169","187,584","314,277","6,996","36,545","2,189","4,860","1,250",468,"38,054","10,089","27,965"
District - Uttarkashi,Total,"66,558","29,106","2,532","22,372",543,"3,411",135,18,48,47,"37,452",695,"36,757"
District - Uttarkashi,Rural,"61,149","24,158",994,"19,219",518,"3,200",128,18,34,47,"36,991",475,"36,516"
District - Uttarkashi,Urban,"5,409","4,948","1,538","3,153",25,211,7,0,14,0,461,220,241
District - Chamoli,Total,"85,765","45,572","3,463","21,838",944,"18,682",481,109,19,36,"40,193","1,313","38,880"
District - Chamoli,Rural,"72,744","34,181","1,882","14,571",909,"16,239",472,53,19,36,"38,563","1,006","37,557"
District - Chamoli,Urban,"13,021","11,391","1,581","7,267",35,"2,443",9,56,0,0,"1,630",307,"1,323"
District - Rudraprayag,Total,"53,492","28,272","2,230","11,327",977,"13,397",82,40,0,219,"25,220",416,"24,804"
District - Rudraprayag,Rural,"51,064","26,049","2,012","9,765",975,"12,957",82,39,0,219,"25,015",351,"24,664"
District - Rudraprayag,Urban,"2,428","2,223",218,"1,562",2,440,0,1,0,0,205,65,140
District - Tehri Garhwal,Total,"133,494","74,477","11,309","45,861","1,097","15,797",262,47,39,65,"59,017",979,"58,038"
District - Tehri Garhwal,Rural,"116,988","58,644","2,442","39,745","1,018","15,040",254,46,39,60,"58,344",769,"57,575"
District - Tehri Garhwal,Urban,16506,15833,8867,6116,79,757,8,1,0,5,673,210,463
District - Dehradun,Total,322700,278971,75190,168534,3554,28768,525,2015,220,165,43729,4588,39141
District - Dehradun,Rural,137051,102175,7508,73612,1380,18926,299,206,202,42,34876,783,34093
District - Dehradun,Urban,185649,176796,67682,94922,2174,9842,226,1809,18,123,8853,3805,5048
District - Garhwal,Total,161688,89437,10009,52142,2010,24437,500,191,75,73,72251,1600,70651
District - Garhwal,Rural,137102,66160,2770,38833,1765,22073,475,176,0,68,70942,1051,69891
District - Garhwal,Urban,24586,23277,7239,13309,245,2364,25,15,75,5,1309,549,760
District - Pithoragarh,Total,111542,61543,5923,34163,1952,18702,683,76,0,44,49999,1215,48784
District - Pithoragarh,Rural,95130,45702,1373,25698,1821,16078,632,64,0,36,49428,1086,48342
District - Pithoragarh,Urban,16412,15841,4550,8465,131,2624,51,12,0,8,571,129,442
District - Bageshwar,Total,57712,31604,2155,17714,1274,9838,286,156,0,181,26108,757,25351
District - Bageshwar,Rural,55748,29837,1744,16446,1273,9751,286,156,0,181,25911,651,25260
District - Bageshwar,Urban,1964,1767,411,1268,1,87,0,0,0,0,197,106,91
District - Almora,Total,139257,76958,5406,47182,2843,20468,656,191,13,199,62299,2351,59948
District - Almora,Rural,126476,65214,3339,38376,2781,19752,622,132,13,199,61262,1605,59657
District - Almora,Urban,12781,11744,2067,8806,62,716,34,59,0,0,1037,746,291
District - Champawat,Total,"52,356","24,284",990,"18,985",755,"3,149",319,60,0,26,"28,072",542,"27,530"
District - Champawat,Rural,"44,386","17,916",610,"13,335",632,"2,999",281,35,0,24,"26,470",402,"26,068"
District - Champawat,Urban,"7,970","6,368",380,"5,650",123,150,38,25,0,2,"1,602",140,"1,462"
District - Nainital,Total,"187,108","148,745","25,149","107,524","1,936","10,659","1,229","1,954",146,148,"38,363","2,046","36,317"
District - Nainital,Rural,"112,670","78,193","4,926","61,457","1,232","9,568",790,68,99,53,"34,477","1,115","33,362"
District - Nainital,Urban,"74,438","70,552","20,223","46,067",704,"1,091",439,"1,886",47,95,"3,886",931,"2,955"
District - Udham Singh Nagar,Total,"300,052","207,848","24,616","156,733","5,764","13,844","4,058","1,052",935,846,"92,204","2,947","89,257"
District - Udham Singh Nagar,Rural,"194,695","110,871","10,866","81,322","3,676","10,236","2,999",514,469,789,"83,824","1,713","82,111"
District - Udham Singh Nagar,Urban,"105,357","96,977","13,750","75,411","2,088","3,608","1,059",538,466,57,"8,380","1,234","7,146"
District - Hardwar,Total,"325,344","216,744","66,433","94,424","4,665","44,357","2,325",821,"3,206",513,"108,600","3,383","105,217"
District - Hardwar,Rural,"199,642","100,292","7,355","52,143","3,338","32,145","2,032",363,"2,576",340,"99,350","1,736","97,614"
District - Hardwar,Urban,"125,702","116,452","59,078","42,281","1,327","12,212",293,458,630,173,"9,250","1,647","7,603"
STATE - WEST BENGAL,Total,"20,067,299","11,809,375","1,113,584","4,157,508","1,128,546","4,478,967","649,705","78,446","130,330","72,289","8,257,924","506,636","7,751,288"
STATE - WEST BENGAL,Rural,"13,717,186","6,411,152","251,550","1,271,765","967,542","3,116,518","582,784","56,105","115,928","48,960","7,306,034","269,205","7,036,829"
STATE - WEST BENGAL,Urban,"6,350,113","5,398,223","862,034","2,885,743","161,004","1,362,449","66,921","22,341","14,402","23,329","951,890","237,431","714,459"
District - Darjiling,Total,"382,289","251,140","38,868","130,607","16,906","42,991","16,110","3,331",475,"1,852","131,149","17,390","113,759"
District - Darjiling,Rural,"234,411","122,530","12,988","56,426","10,956","24,492","13,469","2,570",240,"1,389","111,881","9,222","102,659"
District - Darjiling,Urban,"147,878","128,610","25,880","74,181","5,950","18,499","2,641",761,235,463,"19,268","8,168","11,100"
District - Jalpaiguri,Total,"861,401","428,531","29,251","164,465","36,754","156,924","26,166","5,018","5,765","4,188","432,870","12,784","420,086"
District - Jalpaiguri,Rural,"620,432","230,195","14,042","63,093","27,185","93,086","21,555","3,309","4,380","3,545","390,237","9,379","380,858"
District - Jalpaiguri,Urban,"240,969","198,336","15,209","101,372","9,569","63,838","4,611","1,709","1,385",643,"42,633","3,405","39,228"
District - Koch Bihar,Total,"673,931","399,224","19,852","88,301","53,649","185,064","39,506","4,442","5,266","3,144","274,707","10,711","263,996"
District - Koch Bihar,Rural,"604,602","336,643","15,545","50,412","50,146","170,731","37,887","4,070","4,995","2,857","267,959","9,604","258,355"
District - Koch Bihar,Urban,"69,329","62,581","4,307","37,889","3,503","14,333","1,619",372,271,287,"6,748","1,107","5,641"
District - Uttar Dinajpur,Total,"598,172","164,644","11,872","64,709","12,362","62,153","9,809","1,497",555,"1,687","433,528","7,015","426,513"
District - Uttar Dinajpur,Rural,"529,416","109,212","7,726","31,624","10,009","48,170","8,537","1,313",461,"1,372","420,204","5,651","414,553"
District - Uttar Dinajpur,Urban,"68,756","55,432","4,146","33,085","2,353","13,983","1,272",184,94,315,"13,324","1,364","11,960"
District - Dakshin Dinajpur,Total,"396,221","145,974","10,388","66,120","15,158","46,236","5,095",912,766,"1,299","250,247","7,033","243,214"
District - Dakshin Dinajpur,Rural,"338,680","93,272","5,766","31,577","8,742","39,847","4,571",873,703,"1,193","245,408","6,590","238,818"
District - Dakshin Dinajpur,Urban,"57,541","52,702","4,622","34,543","6,416","6,389",524,39,63,106,"4,839",443,"4,396"
District - Maldah,Total,"838,938","266,247","16,103","90,956","22,955","118,230","10,957","2,644","1,362","3,040","572,691","14,920","557,771"
